,ACWI,AGG,GLD,BSV
2020-07-17,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.3
2020-07-24,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.3
2020-07-31,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.3
2020-08-07,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.3
2020-08-14,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.3
2020-08-21,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.3
2020-08-28,0.19999999999999998,0.09999999999999999,0.39999999999999997,0.3
2020-09-04,0.19999999999999998,0.09999999999999999,0.39999999999999997,0.3
2020-09-11,0.09999999999999999,0.19999999999999998,0.39999999999999997,0.3
2020-09-18,0.09999999999999999,0.19999999999999998,0.3,0.39999999999999997
2020-09-25,0.09999999999999999,0.3,0.19999999999999998,0.39999999999999997
2020-10-02,0.09999999999999999,0.19999999999999998,0.3,0.39999999999999997
2020-10-09,0.22500000000000003,0.1375,0.23750000000000004,0.4000000000000001
2020-10-16,0.1288461538461539,0.26249999999999996,0.20865384615384616,0.39999999999999997
2020-10-23,0.2538461538461539,0.21685393258426963,0.12929991356957649,0.39999999999999997
2020-10-30,0.3,0.09999999999999999,0.19999999999999998,0.39999999999999997
2020-11-06,0.2375,0.22499999999999998,0.13749999999999998,0.39999999999999997
2020-11-13,0.3,0.19999999999999998,0.09999999999999999,0.39999999999999997
2020-11-20,0.19999999999999998,0.3,0.09999999999999999,0.39999999999999997
2020-11-27,0.19999999999999998,0.3,0.09999999999999999,0.39999999999999997
2020-12-04,0.3,0.19999999999999998,0.09999999999999999,0.39999999999999997
2020-12-11,0.3,0.19999999999999998,0.09999999999999999,0.39999999999999997
2020-12-18,0.3,0.19999999999999998,0.09999999999999999,0.39999999999999997
2020-12-24,0.3,0.19999999999999998,0.09999999999999999,0.39999999999999997
2020-12-31,0.3,0.19999999999999998,0.09999999999999999,0.39999999999999997
2021-01-08,0.3,0.19999999999999998,0.09999999999999999,0.39999999999999997
2021-01-15,0.3,0.19999999999999998,0.09999999999999999,0.39999999999999997
2021-01-22,0.3,0.19999999999999998,0.09999999999999999,0.39999999999999997
2021-01-29,0.3,0.19999999999999998,0.09999999999999999,0.39999999999999997
